CPT Code,CPT Description
95886,Needle measurement and recording of electrical activity of muscles of arm or leg complete study
95887,Needle measurement and recording of electrical activity of head or trunk muscles
95905,Needle measurement and recording of movement and/or feeling of arm or leg with interpretation and report
95907,"Nerve transmission studies, 1-2 studies"
95908,"Nerve transmission studies, 3-4 studies"
95909,"Nerve transmission studies, 5-6 studies"
95910,"Nerve transmission studies, 7-8 studies"
95911,"Nerve transmission studies, 9-10 studies"
95912,"Nerve transmission studies, 11-12 studies"
95913,"Nerve transmission studies, 13 or more studies"
95921,Testing of autonomic (sympathetic) nervous system function
95922,Testing of autonomic (sympathetic) nervous system function at least 5 minutes of tilt
95923,Testing of autonomic (sympathetic) nervous system function
95924,"Testing of autonomic (sympathetic) nervous system function, at least 5 minutes of tilt"
95925,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms
95926,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the legs
95927,Insertion of needles and skin electrodes for measurement and recording of stimulated sites on the trunk or head
95928,Placement of skin electrodes for measurement and recording of stimulated sites of the arms
95929,Placement of skin electrodes for measurement and recording of stimulated sites of the legs
95930,Measurement and recording of nerve conduction patterns using visually-evoked stimulation
95933,Measurement of nerve conduction patterns of eye blink reflex
95937,Testing with stimulation for assessment of function at muscle-nerve junction
95938,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs
95939,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs
95940,"Continuous monitoring of nervous system during operation, each 15 minutes"
95943,Testing of autonomic (parasympathetic and sympathetic) nervous system function
95950,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG)
95951,Monitoring and localization of seizure activity over 24-hour period using 16-channel electroencephalograph (EEG)
95953,Monitoring and localization of seizure activity over 24-hour period using portable 16-channel electroencephalograph (EEG)
95954,Measurement and recording of electrical activity (EEG) of the brain including stimulation by medication or physical activity
95955,Measurement of electrical activity (EEG) outside the brain during surgery
95956,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG)
95957,Digital analysis of electrical brain wave activity (EEG)
95961,"Mapping of electrical brain wave activity (EEG) using electrodes on brain surface to provoke seizure activity or assess brain function, first hour"
95962,Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function
95965,Measurement and recording of spontaneous brain processing function using magnetic fields
95970,Electronic analysis of implanted brain spinal cord or peripheral neurostimulator generator system
95971,"Electronic analysis and programming of implanted simple spinal cord or peripheral neurostimulator generator system during or after surgery, first hour"
95972,"Electronic analysis and programming of implanted complex spinal cord or peripheral neurostimulator generator system during or after surgery, first hour"
95973,Electronic analysis and programming of implanted complex spinal cord or peripheral neurostimulator generator system during or after surgery
95974,"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour"
95975,Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery
95978,"Electronic analysis and programming of implanted complex deep brain neurostimulator generator system, first hour"
95979,Electronic analysis and programming of implanted complex deep brain neurostimulator generator system
95980,Electronic analysis and programming during surgery of implanted gastric neurostimulator generator
95981,Electronic analysis of implanted gastric neurostimulator generator or transmitter
95982,Electronic analysis and programming of implanted gastric neurostimulator generator or transmitter
95990,Refilling and maintenance of implantable spinal or brain drug delivery pump or reservoir
95991,Refilling and maintenance by physician of implantable spinal or brain drug delivery pump or reservoir
95992,"Repositioning maneuvers for treatment of vertigo, per day"
96000,"Three-dimensional, video-taped, computer-based gait analysis"
96002,Surface recording of electrical activity of muscles during walking or other functional activities 1-12 muscles
96004,Physician review interpretation and report of motion analysis during walking or functional activity
96020,Neurofunctional testing during functional magnetic resonance imaging (MRI) of the brain
96101,Psychological testing with interpretation and report by psychologist or physician per hour
96102,Psychological testing with interpretation and report by technician per hour
96103,Psychological testing with interpretation and report by computer
96105,Assessment of expressive and receptive speech with interpretation and report per hour
96111,Developmental testing
96116,"Neurobehavioral status examination, interpretation, and report by psychologist or physician per hour"
96118,"Neuropsychological testing, interpretation, and report by psychologist or physician per hour"
96119,Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour
96120,Neuropsychological testing by a computer with interpretation and report by a qualified healthcare professional
96125,"Standardized thought processing testing, interpretation, and report per hour"
96150,Health and behavior assessment each 15 minutes
96151,Health and behavior re-assessment each 15 minutes
96152,"Health and behavior intervention, individual each 15 minutes"
96153,"Health and behavior intervention, group each 15 minutes"
96154,"Health and behavior intervention, family and patient each 15 minutes"
