date,time,location,operator,flight_no,route,ac_type,registration,cn_ln,aboard,fatalities,ground,summary
"October 03, 2013",09:32,"Lagos, Nigeria",Associated Aviation,361,-Lagos - Akure,Embraer 120RT Brasilia,5N-BJY,120174,20   (passengers:?  crew:?),16   (passengers:?  crew:?),0,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire."
"October 10, 2013",14:50,"Kudat, Malaysia",MASwings,3002,Kota - Kudat,de Havilland Canada DHC-6 Twin Otter 310,9M-MDM,804,16   (passengers:14  crew:2),2   (passengers:1  crew:1),0,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed."
"October 14, 2013",?,"Baja California Sur, Mexico",Aereo Servicio Guerrero,?,Loreto - Ciudad Constitución,Cessna 208B Grand Caravan,XA-TXM,208B-0947,14   (passengers:13  crew:1),14   (passengers:13  crew:1),0,The plane crashed in the Sierra de La Giganta mountains while on a flight from Loreto to Ciudad Constitucion. The wreckage was found the day after contact was lost with the aircraft.
"October 16, 2013",16:10,"Near Pakse, Laos",Lao Airlines,301,Vientiane - Pakse,ATR-72-50,RDPL-34233,1071,49   (passengers:44  crew:5),49   (passengers:44  crew:5),0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure."
"October 19, 2013",15:45,"Fernelmont, Belgium",Aeroparaclub Namur,?,Parachuting,Pilatus PC-6/B2-H4 Turbo Porter,OO-NAC,710,11   (passengers:10  crew:1),11   (passengers:10  crew:1),0,Ten members of a parachuting club and he pilot were killed when the plane they were on lost altitude and crashed shortly after taking off.
"November 03, 2013",16:00,"Riberalta, Bolivia",Aerocon,?,"Trinidad, Bolivia - Riberalta, Bolivia",Swearingen SA227-AC Metro III,CP-275,AC-721B,18   (passengers:16  crew:2),8   (passengers:8  crew:0),0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted."
"November 09, 2013",10:30,"Pujungan, Malinau district, Borneo",Military - Indonesian Army,?,Tarakan - Malinau,Mil- Mi-17B-5,?,?,21   (passengers:13  crew:8),13   (passengers:7  crew:6),0,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived."
"November 10, 2013",18:34,"Red Lake, Ontario, Canada",Bearskin Airlines,?,Sioux Lookout - Red Lake,Swearingen SA227-AC Metro II,C-FFZN,AC785B,7   (passengers:5  crew:2),5   (passengers:3  crew:2),0,"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed."
"November 17, 2013",19:20,"Near Kazan, Russia",Tararstan Airlilnes,363,Moscow - Kastan,Boeing 737-53A,VQ-BBN,24785/1882,50   (passengers:44  crew:6),50   (passengers:44  crew:6),0,"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training."
"November 19, 2013",19:55,"Off Fort Lauderdale, Florida",AirVac International,?,"Fort Lauderdale - Cozumel, Mexico",Learjet 35A,XA-USD,35A-255,2   (passengers:2  crew:2),2   (passengers:2  crew:2),0,The jet had just taken off from Fort Lauderdale/Hollywood International Airport when the crew radioed a request to return to the airport. That was followed by a Mayday after which the aircraft crashed into the ocean approximately 3 miles from the coast.
"November 25, 2013",13:30,"Kibeni, Papua New Guinea",Tropicair,?,Kimusi - Purari,Cessna 208B Grand Caravan,P2-SAH,208B-1263,10   (passengers:9  crew:1),3   (passengers:3  crew:0),0,The passenger plane crash-landed in a river in Gulf provence. Seven passengers and the pilot escaped with minor injuries.
"November 29, 2013",13:30,"Bwabwata National Park, Nambia",Mozambique Airline,470,"Maputo, Mozambique - Luanda, Angola",Embraer ERJ-190AR,C9-EMC,19000581,33   (passengers:27  crew:6),33   (passengers:27  crew:6),0,The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility.
"November 29, 2013",20:25,Glasgow Scotland,Bond Air Services Ltd.,?,?,Eurocopter EC135 T2,G-SPAO,0546,3   (passengers:2  crew:1),3   (passengers:2  crew:1),5,The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.
"November 29, 2013",18:30,"Near St. Marys, Alaska",Hageland Aviation Services,1453,Bethel - Saint Marys,Cessna 208B Grand Caravan,N12373,208B0697,10   (passengers:9  crew:1),4   (passengers:3  crew:1),0,The commuter plane crashed about 4 miles East of St. Marys in freezing rain.
"December 05, 2013",?,"Near Cachimbo, Brazil",Heringer Taxi Aero,?,Pukanu - Novo Progresso,Britten Norman BN-2A-3 Islander,PT-WMY,314,5   (passengers:3  crew:2),5   (passengers:3  crew:2),0,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots."
"December 11, 2013",15:48,"Kalaupapa, Hawaii",Makani Kai Air,?,Kalaupapa - Honolulu,Cessna 208B Grand Caravan,N687MA,208B-1002,9   (passengers:8  crew:1),1   (passengers:1  crew:0),0,The aircraft crashed into the ocean shortly after taking off from Kalaupapa Airport. Preliminary indications are that there was catastrophic engine failure.
"December 26, 2013",21:39,"Irkutsk, Russia",IrAvia,?,Novosibirsk - Ikustsk,Antonov 12,12162,3341509,9   (passengers:3  crew:6),9   (passengers:3  crew:6),0,"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed."
"January 18, 2014",11:00,"Near Olive Creek, Guyana",Trans Guyana Airways,700,Olive Creek - Imbaimada,Cessna 208B Grand Caravan,8R-GHS,208B0830,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The aircraft crashed in a wooded area while en route. Both crew members aboard were killed.
"January 20, 2014",16:34,Near Petreasa Romania,Scoala Superioara de Aviatie Civla,?,Bucharest - Oradea,Britten Norman BN-2A-27 Islander,YR-BNP,822,7   (passengers:5  crew:2),2   (passengers:1  crew:1),0,The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft.
"February 11, 2014",11:59,"Near Ain Kercha, Algeria",Military - Algerian Air Force,?,Tamanarasset - Constatine,Lockheed C-130H-30 Hercules,7T-WHM,4919,78   (passengers:?  crew:?),77   (passengers:?  crew:?),0,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area.
"February 16, 2014",13:15,"Sandhikhark, Nepal",Nepal Airlines,183,Kathmandu - Pokhara - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-ABB,302,18   (passengers:15  crew:3),18   (passengers:15  crew:3),0,The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident.
"February 21, 2014",01:45,"Grombalia, Tunisia",Libyan Air Cargo,?,Tripoli - Tunis,Antonov 26,5A-DOW,11809,11   (passengers:6  crew:5),11   (passengers:6  crew:5),0,"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident."
"February 26, 2014",21:05,"Near Lanai Airport, Hawaii",Maui Air,?,Lanai - Kahului,Piper PA-31-350 Chieftain,N483VA,31-7552124,6   (passengers:5  crew:1),3   (passengers:2  crew:1),0,The charter flight crashed in flat grasslands near the Maui Electric Co. power plant shortly after taking off from Lanai Airport. The pilot and two passengers were killed. The plane was destroyed by fire.
"March 08, 2014",0241,South Indian Ocean,Malaysia Airlines,370,Kuala Lumpur - Beijing,Boeing 777-200,9M-MRO,28420/404,239   (passengers:227  crew:12),239   (passengers:227  crew:12),0,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished.
"March 18, 2014",0752,"Seattle, Washington",Helicopters Inc / KOMO TV,?,News reporting,urocopter AS350 B2,N250FB,3669,2   (passengers:1  crew:1),2   (passengers:1  crew:1),0,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.
"March 22, 2014",1130,"Caboolture, Queensland, Australia",Skydive Caboolture,?,Parachuting,Cessna U206G,VH-FRT,U2064019,5   (passengers:4  crew:1),5   (passengers:4  crew:1),0,The skydiving plane crashed and burned shortly after taking off from Caboolture airfieldl. The pilot and four skydivers were all kille
"April 08, 2014",1556,"Near Bethel, Alaska",Hageland Aviaiton Services,?,Training,Cessna 208B Grand Caravan,N126AR,208B-104,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The training flight impacted terrain in the Three Steps Mountain region approximately 30 miles southeast of Bethel. The burning wreckage was spotted two hour later. Two pilots were killed. No passengers were aboard.
