INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
University Academy of Hair Design,Northport,AL,0.0,0.0,0.0,0,,,0.0,43.0,0.6512,0.3488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7976,0.5833,0.3846,,12187
Florida Institute of Recording Sound and Technology,Orlando,FL,0.0,0.0,0.0,0,,,0.0,170.0,0.3412,0.3647,0.2412,0.0,0.0,0.0,0.0294,0.0,0.0235,1.0,1,0.0,0.4981,0.3421,,2865.5
New Dimensions Beauty Academy Inc,Parker,CO,0.0,0.0,0.0,0,,,0.0,57.0,0.8596,0.0,0.0877,0.0175,0.0,0.0175,0.0175,0.0,0.0,0.0175,1,0.4483,0.5172,0.4565,,12000
Jolei's Hair Institute,LAKE CITY,SC,0.0,0.0,0.0,0,,,0.0,30.0,0.1333,0.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0,0.4762,0.4762,0.7073,,PrivacySuppressed
Paul Mitchell the School-Reno,Reno,NV,0.0,0.0,0.0,0,,,0.0,180.0,0.7222,0.0222,0.1556,0.0056,0.0222,0.0,0.0389,0.0,0.0333,0.2833,1,0.5597,0.4812,0.2986,,12000
Boise Barber College,Boise,ID,0.0,0.0,0.0,0,,,0.0,42.0,0.7619,0.0238,0.0952,0.0238,0.0238,0.0,0.0238,0.0,0.0476,0.0,1,0.5591,0.4731,0.4615,,9500
Austin Kade Academy,Idaho Falls,ID,0.0,0.0,0.0,0,,,0.0,193.0,0.7461,0.0052,0.228,0.0104,0.0052,0.0,0.0052,0.0,0.0,0.0,1,0.8696,0.9255,0.4404,,9500
Aesthetic Science Institute,Latham,NY,0.0,0.0,0.0,0,,,0.0,66.0,0.9697,0.0152,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.7121,1,0.2538,0.4,0.519,,PrivacySuppressed
Elaine Sterling Institute,Sandy Springs,GA,0.0,0.0,0.0,0,,,0.0,167.0,0.3413,0.4611,0.0359,0.0479,0.012,0.0,0.0,0.0,0.1018,0.4311,1,0.8582,0.9645,0.6842,,9500
Wade Gordon Hairdressing Academy,Amarillo,TX,0.0,0.0,0.0,0,,,0.0,97.0,0.5155,0.0103,0.4227,0.0206,0.0,0.0,0.0309,0.0,0.0,0.0,1,0.6376,0.6174,0.3434,,12500
Mitsu Sato Hair Academy,Overland Park,KS,0.0,0.0,0.0,0,,,0.0,54.0,0.6481,0.2593,0.037000000000000005,0.0556,0.0,0.0,0.0,0.0,0.0,0.4815,1,0.4932,0.5479,0.5278,,11923
SAE Institute of Technology-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,259.0,0.3552,0.1544,0.3166,0.0618,0.0077,0.0,0.0232,0.0039,0.0772,0.166,1,0.3626,0.3649,0.3467,,9500
Florida Vocational Institute,Miami,FL,0.0,0.0,0.0,0,,,0.0,106.0,0.0,0.0,0.8585,0.0,0.0,0.0,0.0,0.1415,0.0,1.0,1,0.6471,0.4771,0.8161,,5375
SAE Institute of Technology-Atlanta,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,374.0,0.107,0.8422,0.0374,0.0,0.0,0.0,0.0,0.0,0.0134,0.0134,1,0.6357,0.7308,0.4679,,9500
Academy di Firenze,Jerome,ID,0.0,0.0,0.0,0,,,0.0,12.0,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5556,0.4074,0.55,,PrivacySuppressed
SAE Institute of Technology-Miami,North Miami Beach,FL,0.0,0.0,0.0,0,,,0.0,94.0,0.1596,0.4255,0.3723,0.0106,0.0319,0.0,0.0,0.0,0.0,0.0,1,0.6237,0.5749,0.515,,9500
Colorado State University-Global Campus,Greenwood Village,CO,0.0,0.0,0.0,0,,,1.0,6506.0,0.6938,0.0536,0.1173,0.0289,0.0103,0.0051,0.008,0.0023,0.0807,0.5662,1,0.3107,0.4977,0.8967,,21786
Paul Mitchell the School-Overland Park,Overland Park,KS,0.0,0.0,0.0,0,,,0.0,180.0,0.6722,0.1667,0.0389,0.0167,0.0,0.0,0.0278,0.0056,0.0722,0.2889,1,0.4855,0.6722,0.2675,,10977
Medspa Academies,South Jordan,UT,0.0,0.0,0.0,0,,,0.0,140.0,0.8571,0.0,0.0786,0.0214,0.0,0.0143,0.0214,0.0,0.0071,0.0214,1,0.4236,0.4541,0.4538,,10812.5
Brighton Institute of Cosmetology,Brighton,MI,0.0,0.0,0.0,0,,,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214,1,0.1728,0.1975,0.2727,,PrivacySuppressed
West Coast University-Dallas,Dallas,TX,0.0,0.0,0.0,0,,,0.0,428.0,0.4159,0.2173,0.1285,0.1963,0.0187,0.0023,0.013999999999999999,0.0,0.006999999999999999,0.0701,1,0.3839,0.35600000000000004,0.5906,PrivacySuppressed,33116
National American University-Bellevue,Bellevue,NE,0.0,0.0,0.0,0,,,0.0,189.0,0.6878,0.1534,0.0688,0.0053,0.0106,0.0159,0.0582,0.0,0.0,0.9735,1,0.7974,0.8502,0.7313,36100,33523
National American University-Burnsville,Burnsville,MN,0.0,0.0,0.0,0,,,0.0,182.0,0.5879,0.2473,0.0385,0.0604,0.011000000000000001,0.0,0.0495,0.0,0.0055,0.9341,1,0.9193,0.9379,0.8199,36100,33523
National American University-Mesquite,Mesquite,TX,0.0,0.0,0.0,0,,,0.0,203.0,0.1626,0.6798,0.0542,0.0,0.0049,0.0,0.0985,0.0,0.0,0.9507,1,0.8201,0.8624,0.7831,36100,33523
Empire Beauty School-Savannah,Savannah,GA,0.0,0.0,0.0,0,,,0.0,151.0,0.2517,0.6424,0.0464,0.0,0.0066,0.0,0.0132,0.0,0.0397,0.1921,1,0.7266,0.6404,0.5,17800,9588
Ogle School Hair Skin Nails-Denton,Denton,TX,0.0,0.0,0.0,0,,,0.0,103.0,0.2816,0.0777,0.1068,0.0097,0.0291,0.0,0.4369,0.0,0.0583,0.3981,1,0.7085,0.8057,0.4238,20800,9660
Empire Beauty School-West Greensboro,Greensboro,NC,0.0,0.0,0.0,0,,,0.0,143.0,0.1608,0.6993,0.1049,0.006999999999999999,0.0,0.0,0.027999999999999997,0.0,0.0,0.2098,1,0.8148,0.7884,0.4505,21700,11058
California College San Diego,San Marcos,CA,0.0,0.0,0.0,0,,,0.0,322.0,0.2547,0.1615,0.5093,0.0373,0.0093,0.0217,0.0031,0.0,0.0031,0.0,1,0.7321,0.7094,0.3542,,25258.5
Old Town Barber College-Topeka,Topeka,KS,0.0,0.0,0.0,1,,,0.0,17.0,0.1176,0.7059,0.1176,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8718,0.5128,0.5,PrivacySuppressed,13249
Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,0.0,0.0,0.0,0,,,0.0,200.0,0.425,0.275,0.23,0.045,0.0,0.0,0.015,0.0,0.01,0.295,1,0.6914,0.6647,0.3785,PrivacySuppressed,8847.5
Bellus Academy,Manhattan,KS,0.0,0.0,0.0,0,,,0.0,216.0,0.7824,0.0926,0.0509,0.0093,0.0,0.0093,0.0556,0.0,0.0,0.1806,1,0.4907,0.5772,0.3565,17500,9500
MotoRing Technical Training Institute,East Providence,RI,0.0,0.0,0.0,0,,,0.0,14.0,0.8571,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0714,0.0,1,0.5,0.7857,0.8,28800,8870.5
Leon Studio One School of Hair Design & Career Training Center,North Tonawanda,NY,0.0,0.0,0.0,0,,,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6061,0.5758,0.5263,17500,9500
ITT Technical Institute-Philadelphia,Philadelphia,PA,0.0,0.0,0.0,0,,,0.0,777.0,0.0849,0.6873,0.0965,0.0142,0.0026,0.0,0.0476,0.0,0.0669,0.1236,0,0.9249,0.8927,0.6512,38800,25827.5
ITT Technical Institute-Marlton,Marlton,NJ,0.0,0.0,0.0,0,,,0.0,383.0,0.4308,0.3211,0.1279,0.0157,0.0078,0.0,0.0522,0.0,0.0444,0.1671,0,0.7179,0.8173,0.6571,38800,25827.5
ITT Technical Institute-Germantown,Greenfield,WI,0.0,0.0,0.0,1,,,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.58,0.86,0.74,38800,25827.5
ITT Technical Institute-Southfield,Troy,MI,0.0,0.0,0.0,0,,,0.0,36.0,0.1389,0.7778,0.0,0.0,0.0,0.0,0.0278,0.0,0.0556,0.1667,0,0.8462,0.7902,0.6783,38800,25827.5
ITT Technical Institute-West Palm Beach,West Palm Beach,FL,0.0,0.0,0.0,0,,,0.0,346.0,0.2601,0.4422,0.1879,0.0231,0.0058,0.0,0.0434,0.0,0.0376,0.3006,0,0.7190000000000001,0.7774,0.7409,38800,25827.5
ITT Technical Institute-Deerfield Beach,Fort Lauderdale,FL,0.0,0.0,0.0,1,,,0.0,16.0,0.125,0.4375,0.25,0.0625,0.0,0.0,0.0,0.0,0.125,0.3125,0,0.7222,0.7917,,38800,25827.5
ITT Technical Institute-Indianapolis East,Indianapolis,IN,0.0,0.0,0.0,0,,,0.0,288.0,0.4965,0.4028,0.0174,0.0104,0.0,0.0,0.0313,0.0,0.0417,0.2674,0,0.816,0.8071,0.6944,38800,25827.5
ITT Technical Institute-Douglasville,Douglasville,GA,0.0,0.0,0.0,0,,,0.0,171.0,0.3743,0.5322,0.0643,0.0,0.0,0.0,0.0175,0.0,0.0117,0.2339,0,0.8323,0.7161,0.5935,38800,25827.5
ITT Technical Institute-Overland Park,Overland Park,KS,0.0,0.0,0.0,0,,,0.0,190.0,0.6316,0.2,0.0737,0.0368,0.0211,0.0,0.0263,0.0,0.0105,0.2632,0,0.731,0.8363,0.7368,38800,25827.5
ITT Technical Institute-West Chester,Norwood,OH,0.0,0.0,0.0,0,,,0.0,14.0,0.8571,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0,0.6721,0.8197,0.7541,38800,25827.5
Pennsylvania State University-World Campus,University Park,PA,0.0,0.0,0.0,0,510.0,505.0,1.0,5736.0,0.732,0.0758,0.0832,0.0331,0.0023,0.001,0.0282,0.0115,0.0328,0.6968,1,0.3526,0.5641,0.7903,47700,27000
Medical Career Institute,Ocean,NJ,0.0,0.0,0.0,0,,,0.0,60.0,0.7,0.1333,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4741,0.3276,0.6234,,3769
Advance Beauty Techs Academy,San Jacinto,CA,0.0,0.0,0.0,0,,,0.0,50.0,0.12,0.24,0.52,0.0,0.06,0.02,0.0,0.0,0.04,0.12,1,0.8529,0.7745,0.3279,,12500
Montage Academy,Longmont,CO,0.0,0.0,0.0,0,,,0.0,52.0,0.5962,0.0,0.2885,0.0192,0.0192,0.0,0.0769,0.0,0.0,0.2308,1,0.5278,0.5694,0.4694,,9500
Brand College,Glendale,CA,0.0,0.0,0.0,0,,,0.0,59.0,0.3898,0.1017,0.2542,0.1695,0.0,0.0847,0.0,0.0,0.0,0.9831,1,0.0,0.0,0.7857,,
Hinton Barber and Beauty College,Vallejo,CA,0.0,0.0,0.0,0,,,0.0,57.0,0.1579,0.4912,0.2281,0.0351,0.0,0.0175,0.0526,0.0,0.0175,0.0175,1,0.4419,0.3488,0.4107,,12042
Advanced Career Institute,Visalia,CA,0.0,0.0,0.0,0,,,0.0,253.0,0.4111,0.1028,0.4625,0.0158,0.004,0.004,0.0,0.0,0.0,0.0988,1,0.3768,0.29600000000000004,0.7967,,6156
Digital Film Academy,New York,NY,0.0,0.0,0.0,0,,,0.0,88.0,0.1818,0.3295,0.1818,0.125,0.0,0.0,0.0,0.1818,0.0,0.0,1,0.3947,0.3684,0.5263,,9500
MyComputerCareer.com-Raleigh,Raleigh,NC,0.0,0.0,0.0,0,,,0.0,353.0,0.6431,0.1756,0.1048,0.0227,0.0057,0.0,0.0,0.0,0.0482,0.0,1,0.0,0.6746,0.8024,,4560
Kaplan University-Augusta Campus,Augusta,ME,0.0,0.0,0.0,0,,,0.0,472.0,0.9555,0.0169,0.0212,0.0021,0.0021,0.0021,0.0,0.0,0.0,0.5106,1,0.7526,0.8125,,,29493
South University-Austin,Austin,TX,0.0,0.0,0.0,0,,,0.0,217.0,0.4608,0.212,0.2535,0.0369,0.0,0.0138,0.0,0.0,0.023,0.3134,1,0.6028,0.695,0.7518,28800,25167
South University-Cleveland,Cleveland,OH,0.0,0.0,0.0,0,,,0.0,319.0,0.1693,0.7524,0.0219,0.0063,0.0125,0.0063,0.0,0.0,0.0313,0.3448,1,0.7311,0.7941,0.7395,28800,25167
Bryant & Stratton College-Online,Orchard Park,NY,0.0,0.0,0.0,0,,,1.0,2574.0,0.512,0.3594,0.0556,0.0074,0.0093,0.0004,0.0322,0.0,0.0237,0.3869,1,0.7852,0.8466,0.7911,22400,24200
Virginia College-Florence,Florence,SC,0.0,0.0,0.0,0,,,0.0,414.0,0.1522,0.7995,0.0362,0.0,0.0,0.0,0.0024,0.0,0.0097,0.3019,1,0.9157,0.8004,0.5546,25300,18331
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,0.0,0.0,0.0,0,,,0.0,129.0,0.155,0.0853,0.7287,0.0078,0.0,0.0,0.0233,0.0,0.0,0.2481,1,0.7375,0.7309,0.4765,20800,9660
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,0.0,0.0,0.0,1,,,0.0,341.0,0.8211,0.1056,0.0528,0.0088,0.0029,0.0029,0.0029,0.0029,0.0,1.0,1,0.3575,0.672,0.9274,48000,27000
Fortis College-Cutler Bay,Cutler Bay,FL,0.0,0.0,0.0,0,,,0.0,236.0,0.0169,0.3305,0.5169,0.0042,0.0,0.0042,0.0127,0.0,0.1144,0.0,1,0.8147,1.0,0.6749,21200,16500
Minnesota School of Cosmetology-Plymouth Campus,Plymouth,MN,0.0,0.0,0.0,0,,,0.0,76.0,0.5921,0.1842,0.1184,0.0526,0.0132,0.0,0.0263,0.0,0.0132,0.0,1,0.6176,0.6618,0.3256,PrivacySuppressed,10194
Mercyhurst University-North East Campus,North East,PA,0.0,0.0,0.0,1,,,0.0,933.0,0.6345,0.1104,0.0322,0.0064,0.0011,0.0011,0.0032,0.0086,0.2026,0.2926,1,0.6737,0.9204,0.3643,39500,26000
Warner Pacific College Adult Degree Program,Portland,OR,0.0,0.0,0.0,1,,,0.0,664.0,0.5557,0.122,0.0617,0.0286,0.009000000000000001,0.0151,0.009000000000000001,0.0,0.1988,0.0,1,0.5589,0.7853,0.9253,34700,26563
Platt College-Riverside,Riverside,CA,0.0,0.0,0.0,0,,,0.0,415.0,0.2241,0.106,0.5952,0.0241,0.0024,0.0,0.0458,0.0,0.0024,0.0,1,0.6737,0.7275,0.2814,29600,20000
Savannah Law School,Savannah,GA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Empire Beauty School-Glen Burnie,Glen Burnie,MD,0.0,0.0,0.0,0,,,0.0,167.0,0.485,0.4132,0.0359,0.018000000000000002,0.0,0.006,0.012,0.0,0.0299,0.2335,1,0.6597,0.6771,0.3763,19900,9833
Everest College-Woodbridge,Woodbridge,VA,0.0,0.0,0.0,0,,,0.0,551.0,0.1379,0.4446,0.2595,0.0272,0.0036,0.0,0.0799,0.0,0.0472,0.0,1,0.6849,0.6439,0.3965,,9500
Everest College-Kansas City,Kansas City,MO,0.0,0.0,0.0,0,,,0.0,320.0,0.2594,0.5594,0.0531,0.0125,0.0063,0.0063,0.0656,0.0,0.0375,0.0,1,0.7493,0.5742,,,19613
International School of Cosmetology-Toni & Guy Hairdressing Academy,Scottsdale,AZ,0.0,0.0,0.0,0,,,0.0,64.0,0.7344,0.0625,0.125,0.0156,0.0313,0.0156,0.0,0.0,0.0156,0.0,1,0.6404,0.693,0.1571,PrivacySuppressed,13926
InterCoast Career Institute-Salem,Salem,NH,0.0,0.0,0.0,1,,,0.0,25.0,0.6,0.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9342,0.9342,0.6765,22900,10828
American National University-Canton,Canton,OH,0.0,0.0,0.0,0,,,0.0,73.0,0.6301,0.3151,0.0,0.0,0.0,0.0,0.0137,0.0,0.0411,0.41100000000000003,1,0.8989,0.8876,0.6742,21900,27167
Vatterott College-Fairview Heights,Fairview Heights,IL,0.0,0.0,0.0,0,,,0.0,497.0,0.2696,0.5272,0.0201,0.0342,0.0644,0.008,0.0262,0.0,0.0503,0.0,0,0.2814,0.2814,0.5903,25400,20000
Ross Medical Education Center-Dayton,Dayton,OH,0.0,0.0,0.0,0,,,0.0,89.0,0.6067,0.3483,0.0225,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0,1,0.7238,0.5028,0.6489,26900,9500
Ross Medical Education Center-Ontario,Ontario,OH,0.0,0.0,0.0,0,,,0.0,133.0,0.7444,0.218,0.015,0.0,0.0075,0.0,0.0,0.0,0.015,0.0,1,0.7681,0.5627,0.6029,,9500
Ross Medical Education Center-Bowling Green,Bowling Green,KY,0.0,0.0,0.0,0,,,0.0,168.0,0.7202,0.1964,0.0476,0.0119,0.006,0.0,0.0,0.0,0.0179,0.0,1,0.7138,0.6007,0.4375,,9500
Florida Institute of Technology-Online,Melbourne,FL,0.0,0.0,0.0,0,,,1.0,2063.0,0.54,0.2196,0.0965,0.0208,0.0092,0.0039,0.0,0.015,0.095,0.4435,1,0.6166,0.7894,0.8635,55200,26987.5
Rasmussen College-Kansas,Topeka,KS,0.0,0.0,0.0,0,,,0.0,190.0,0.6526,0.2,0.0158,0.0105,0.0263,0.0,0.0316,0.0,0.0632,0.5895,1,0.6296,0.7185,0.6741,,21163
Columbia Institute,Silver Spring,MD,0.0,0.0,0.0,0,,,0.0,63.0,0.0794,0.0476,0.1905,0.5714,0.0,0.0159,0.0159,0.0794,0.0,0.0794,1,0.7692,0.0577,0.9556,,3762
School of Missionary Aviation Technology,Ionia,MI,0.0,0.0,0.0,0,,,0.0,34.0,0.8529,0.0294,0.0,0.0294,0.0,0.0,0.0,0.0882,0.0,0.0,1,0.1493,0.209,0.2879,,PrivacySuppressed
Ace Cosmetology and Barber Training Center,Wolcott,CT,0.0,0.0,0.0,0,,,0.0,14.0,0.5714,0.1429,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,1,0.9474,1.0,0.3125,,PrivacySuppressed
Manthano Christian College,Westland,MI,0.0,0.0,0.0,0,,,0.0,32.0,0.2813,0.6563,0.0313,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,1,0.2857,0.25,0.8214,,PrivacySuppressed
California Miramar University,San Diego,CA,0.0,0.0,0.0,0,,,0.0,245.0,0.9714,0.0163,0.0041,0.0041,0.0,0.0,0.0,0.0,0.0041,0.0041,1,0.0,0.0,0.2273,,PrivacySuppressed
Rocky Vista University,Parker,CO,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Virginia College-Greensboro,Greensboro,NC,0.0,0.0,0.0,0,,,0.0,513.0,0.078,0.8343,0.0448,0.0136,0.0,0.0,0.0195,0.0,0.0097,0.423,1,0.9267,0.8578,0.562,,18331
The College of Health Care Professions-Dallas,Dallas,TX,0.0,0.0,0.0,0,,,0.0,152.0,0.2039,0.4079,0.3355,0.0197,0.0066,0.0066,0.0197,0.0,0.0,0.0,1,0.8251,0.843,0.4104,,9500
The College of Health Care Professions-Fort Worth,Fort Worth,TX,0.0,0.0,0.0,0,,,0.0,310.0,0.0387,0.1581,0.3806,0.0323,0.0032,0.0,0.0065,0.0,0.3806,0.0,1,0.7211,0.6895,0.4808,,9500
Shear Finesse Hairstyling Academy,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,1,0.7083,0.5833,0.6957,,PrivacySuppressed
Academy of Salon Professionals,Sedalia,MO,0.0,0.0,0.0,0,,,0.0,25.0,0.88,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1,0.4595,0.3514,0.4615,,PrivacySuppressed
CyberTex Institute of Technology,Austin,TX,0.0,0.0,0.0,0,,,0.0,97.0,0.1856,0.5155,0.2784,0.0,0.0,0.0,0.0,0.0206,0.0,0.0,1,0.5207,0.5744,0.6452,,7235
UEI College-Santa Cruz,Santa Cruz,CA,0.0,0.0,0.0,1,,,0.0,67.0,0.1343,0.0149,0.0597,0.0299,0.0,0.0,0.0,0.0,0.7612,0.0,0,0.0818,0.1136,0.5649,,PrivacySuppressed
New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,0.0,0.0,0.0,0,,,0.0,193.0,0.1295,0.1658,0.7047,0.0,0.0,0.0,0.0,0.0,0.0,0.1295,1,0.937,0.937,0.7761,,6333
Gemini School of Visual Arts & Communication,Cedar Park,TX,0.0,0.0,0.0,0,,,0.0,14.0,0.7143,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2308,0.4615,0.6,,PrivacySuppressed
Designer Barber & Stylist School,Ft Smith,AR,0.0,0.0,0.0,0,,,0.0,50.0,0.56,0.12,0.18,0.04,0.02,0.0,0.06,0.0,0.02,0.0,1,0.7869,0.5574,,,9500
Paul Mitchell the School-Woodbridge,Woodbridge,VA,0.0,0.0,0.0,0,,,0.0,118.0,0.4492,0.33899999999999997,0.1356,0.0169,0.0,0.0,0.0339,0.0,0.0254,0.0678,1,0.4683,0.6927,0.2479,,13000
College of the Muscogee Nation,Okmulgee,OK,0.0,0.0,0.0,0,,,0.0,179.0,0.0,0.0,0.0056,0.0,0.9944,0.0,0.0,0.0,0.0,0.324,1,0.0314,0.0,0.3979,,PrivacySuppressed
The Salon Professional Academy-Huntsville,Huntsville,AL,0.0,0.0,0.0,0,,,0.0,51.0,0.8235,0.1569,0.0,0.0,0.0,0.0,0.0196,0.0,0.0,0.0,1,0.6849,0.7534,0.3125,,16282.5
Midwives College of Utah,Salt Lake City,UT,0.0,0.0,0.0,0,,,1.0,207.0,0.8309,0.0435,0.0531,0.0,0.0145,0.0048,0.0,0.0,0.0531,0.0,1,0.3046,0.2848,0.8675,,PrivacySuppressed
Aspen Beauty Academy of Laurel,Laurel,MD,0.0,0.0,0.0,0,,,0.0,75.0,0.1467,0.68,0.0533,0.0133,0.0,0.0133,0.0533,0.0133,0.0267,0.1733,1,0.521,0.4370000000000001,0.4746,,10566.5
M T Training Center,Grand Prairie,TX,0.0,0.0,0.0,0,,,0.0,110.0,0.2273,0.3455,0.2909,0.1,0.0,0.0,0.0091,0.0,0.0273,0.0,1,0.3455,0.2909,0.8548,,9130
Berks Career & Technology Center,Leesport,PA,0.0,0.0,0.0,0,,,0.0,52.0,0.8462,0.0769,0.0577,0.0192,0.0,0.0,0.0,0.0,0.0,0.3654,1,0.3239,0.2676,0.4576,,PrivacySuppressed
Future Generations Graduate School,Franklin,WV,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Carthage R9 School District-Carthage Technical Center,Carthage,MO,0.0,0.0,0.0,0,,,0.0,11.0,0.8182,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0,0.0,0.0,1,0.8,0.84,0.5455,,PrivacySuppressed
Grace Mission University,Fullerton,CA,0.0,0.0,0.0,1,,,0.0,73.0,0.0,0.0,0.0,0.9452,0.0,0.0,0.0137,0.0,0.0411,0.1781,1,0.4775,0.0901,0.9174,,PrivacySuppressed
PCCTI IT and Healthcare,Oak Brook,IL,0.0,0.0,0.0,0,,,0.0,236.0,0.1441,0.5847,0.1144,0.1144,0.0042,0.0,0.0,0.0042,0.0339,0.2373,1,0.3911,0.3827,0.7854,,11600
Sotheby's Institute of Art-NY,New York,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Top Nails & Hair Beauty School,Taylorsville,UT,0.0,0.0,0.0,0,,,0.0,40.0,0.1,0.025,0.125,0.7,0.0,0.0,0.0,0.05,0.0,0.625,1,0.2878,0.0,0.65,,PrivacySuppressed
Radians College,Washington,DC,0.0,0.0,0.0,0,,,0.0,215.0,0.0233,0.7395,0.0419,0.0279,0.0,0.0,0.1535,0.0,0.013999999999999999,0.0,1,0.5488,0.5891,0.1722,,17762.5
Santa Ana Beauty College,Santa Ana,CA,0.0,0.0,0.0,0,,,0.0,420.0,0.0048,0.0,0.1452,0.6214,0.0,0.0,0.0,0.2238,0.0048,0.9738,1,0.1476,0.0,0.7544,,PrivacySuppressed
Shepherds College,Union Grove,WI,0.0,0.0,0.0,1,,,0.0,53.0,0.7358,0.1132,0.0566,0.0566,0.0,0.0,0.0189,0.0,0.0189,0.0,1,0.4237,0.3559,0.2034,,PrivacySuppressed
Woodruff Medical Training and Testing,Tucker,GA,0.0,0.0,0.0,0,,,0.0,127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7729,0.5459,0.52,,7917
Helms College,Macon,GA,0.0,0.0,0.0,0,,,0.0,116.0,0.431,0.4655,0.0517,0.0086,0.0,0.0,0.0086,0.0,0.0345,0.0,1,0.7559,0.7402,0.4567,,10459
American Academy of Personal Training,New York,NY,0.0,0.0,0.0,0,,,0.0,187.0,0.4492,0.1872,0.3209,0.0321,0.0,0.0,0.0,0.0,0.0107,0.2995,1,0.0,0.5787,0.4623,,PrivacySuppressed
Ukiah Adult School,Ukiah,CA,0.0,0.0,0.0,0,,,0.0,39.0,0.6154,0.0256,0.2564,0.0513,0.0256,0.0256,0.0,0.0,0.0,0.0,1,0.4667,0.0,0.7288,,PrivacySuppressed
Riverside County Office of Education,Riverside,CA,0.0,0.0,0.0,0,,,0.0,310.0,0.2,0.0355,0.6226,0.0323,0.0032,0.0,0.0,0.0,0.1065,0.0,1,0.0586,0.0,0.3238,,PrivacySuppressed
Institute of Health Sciences,Hunt Valley,MD,0.0,0.0,0.0,0,,,0.0,66.0,0.6515,0.1667,0.1061,0.0758,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1455,0.2,0.8,,9500
Mid-South Christian College,Memphis,TN,0.0,0.0,0.0,1,,,0.0,21.0,0.5238,0.1429,0.1429,0.0,0.0,0.0,0.0,0.1905,0.0,0.1429,1,0.4138,0.0,0.4138,,PrivacySuppressed
Advanced Computing Institute,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,354.0,0.0565,0.2684,0.0282,0.0339,0.0,0.0,0.0254,0.5876,0.0,0.0,1,0.2089,0.0591,0.2986,,9500
New York Institute of Beauty,Islandia,NY,0.0,0.0,0.0,0,,,0.0,112.0,0.8482,0.0536,0.0714,0.0179,0.0,0.0,0.0,0.0,0.0089,0.7054,1,0.2596,0.3125,0.525,,5322
Ultrasound Medical Institute,Royal Palm Beach,FL,0.0,0.0,0.0,0,,,0.0,11.0,0.5455,0.3636,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8421,0.8421,0.625,,PrivacySuppressed
Beautiful You School of Nail Technology,Cedar City,UT,0.0,0.0,0.0,0,,,0.0,14.0,0.7857,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0714,0.1429,1,0.0,0.3667,0.4706,,PrivacySuppressed
